Time	PCO2	SigCSurf	SigCDeep	AlkSurf	AlkDeep	PO4Surf	PO4Deep	d13CAtm	d13CSurf	d13CDeep	BioC	d13CBio	Inject	Stemp	Dtemp	Export	Lysocline	CalBurial	Dissolution	c13Diss	OrgBurial	PO4Burial	sCO3--Change	dCO3--Change	SAFrac	Assim	Resp	Eros
2510.08	3.36204	3.08696	3.23232	3.19366	3.20487	0.324906	1.57594	-4.6922	4.05734	3.09424	0.22725	-28.0417	0	289.954	280.954	0.000162193	4.49	2.46108e-05	1.56298e-05	4.77224	5.03133e-06	1.56247e-05	-0.0555303	0.062503	8.8152	0.014427	0.0143807	4.61685e-05	
2760.58	3.36109	3.08701	3.23239	3.19375	3.20497	0.324904	1.57593	-4.69238	4.05743	3.09437	0.227273	-28.0407	0	289.951	280.951	0.000162192	4.49132	2.46455e-05	1.55948e-05	4.77241	5.03182e-06	1.56261e-05	-0.0554982	0.0625163	8.81548	0.014427	0.0143807	4.61727e-05	
3011.83	3.36027	3.08705	3.23245	3.19383	3.20505	0.324901	1.57592	-4.69254	4.05751	3.09449	0.227292	-28.0399	0	289.949	280.949	0.000162191	4.49246	2.46753e-05	1.55647e-05	4.77257	5.03224e-06	1.56273e-05	-0.0554708	0.0625277	8.81572	0.014427	0.0143808	4.61763e-05	
3262.15	3.35958	3.08709	3.2325	3.1939	3.20513	0.324899	1.57591	-4.69266	4.05758	3.09461	0.227309	-28.0392	0	289.948	280.948	0.000162189	4.49343	2.47012e-05	1.55385e-05	4.77273	5.03259e-06	1.56284e-05	-0.0554475	0.0625373	8.81592	0.014427	0.0143808	4.61793e-05	
3512.71	3.35899	3.08713	3.23254	3.19396	3.20519	0.324896	1.5759	-4.69275	4.05766	3.09472	0.227323	-28.0386	0	289.946	280.946	0.000162188	4.49425	2.4724e-05	1.55154e-05	4.77289	5.03289e-06	1.56292e-05	-0.0554276	0.0625456	8.81609	0.014427	0.0143808	4.61819e-05	
3764.19	3.35849	3.08716	3.23258	3.19401	3.20524	0.324893	1.57589	-4.69282	4.05773	3.09482	0.227335	-28.0381	0	289.945	280.945	0.000162187	4.49494	2.47443e-05	1.54947e-05	4.77305	5.03313e-06	1.56299e-05	-0.0554108	0.0625525	8.81623	0.014427	0.0143808	4.61841e-05	
4014.97	3.35807	3.08718	3.23261	3.19405	3.20529	0.324891	1.57587	-4.69287	4.0578	3.09492	0.227345	-28.0376	0	289.944	280.944	0.000162185	4.49552	2.47624e-05	1.54763e-05	4.77322	5.03334e-06	1.56304e-05	-0.0553966	0.0625583	8.81636	0.014427	0.0143808	4.61859e-05	
4265.4	3.35772	3.0872	3.23264	3.19408	3.20532	0.324888	1.57586	-4.6929	4.05787	3.09501	0.227353	-28.0372	0	289.943	280.943	0.000162184	4.49599	2.47787e-05	1.54596e-05	4.77339	5.03351e-06	1.56309e-05	-0.0553848	0.062563	8.81646	0.014427	0.0143808	4.61874e-05	
4516.65	3.35743	3.08722	3.23266	3.19411	3.20535	0.324885	1.57585	-4.69291	4.05794	3.0951	0.22736	-28.0369	0	289.942	280.942	0.000162183	4.49636	2.47936e-05	1.54444e-05	4.77357	5.03365e-06	1.56312e-05	-0.055375	0.0625667	8.81654	0.014427	0.0143808	4.61887e-05	
4767.14	3.35719	3.08723	3.23268	3.19414	3.20538	0.324883	1.57584	-4.69291	4.05801	3.09519	0.227366	-28.0366	0	289.941	280.941	0.000162181	4.49665	2.4807e-05	1.54306e-05	4.77376	5.03376e-06	1.56315e-05	-0.0553671	0.0625697	8.81661	0.014427	0.0143808	4.61897e-05	
5018	3.35701	3.08724	3.23269	3.19416	3.2054	0.32488	1.57582	-4.6929	4.05807	3.09528	0.22737	-28.0364	0	289.941	280.941	0.00016218	4.49687	2.48193e-05	1.5418e-05	4.77394	5.03385e-06	1.56316e-05	-0.0553608	0.0625718	8.81666	0.014427	0.0143808	4.61905e-05	
5269.07	3.35686	3.08725	3.2327	3.19417	3.20541	0.324877	1.57581	-4.69288	4.05814	3.09536	0.227374	-28.0362	0	289.941	280.941	0.000162179	4.49701	2.48306e-05	1.54064e-05	4.77413	5.03391e-06	1.56317e-05	-0.0553559	0.0625733	8.81671	0.014427	0.0143808	4.61912e-05	
5519.26	3.35676	3.08726	3.23271	3.19418	3.20542	0.324874	1.5758	-4.69285	4.0582	3.09544	0.227377	-28.036	0	289.94	280.94	0.000162177	4.4971	2.4841e-05	1.53956e-05	4.77433	5.03395e-06	1.56318e-05	-0.0553524	0.0625741	8.81674	0.014427	0.0143808	4.61916e-05	
5770.33	3.35668	3.08726	3.23271	3.19419	3.20543	0.324872	1.57578	-4.69281	4.05826	3.09552	0.227378	-28.0359	0	289.94	280.94	0.000162176	4.49712	2.48506e-05	1.53857e-05	4.77452	5.03397e-06	1.56318e-05	-0.05535	0.0625743	8.81676	0.014427	0.0143808	4.6192e-05	
6021.61	3.35664	3.08726	3.23272	3.19419	3.20543	0.324869	1.57577	-4.69276	4.05832	3.09559	0.227379	-28.0358	0	289.94	280.94	0.000162175	4.49709	2.48595e-05	1.53764e-05	4.77472	5.03398e-06	1.56317e-05	-0.0553488	0.062574	8.81677	0.014427	0.0143808	4.61921e-05	
6271.92	3.35663	3.08726	3.23272	3.19419	3.20543	0.324866	1.57576	-4.69271	4.05838	3.09566	0.22738	-28.0357	0	289.94	280.94	0.000162173	4.49702	2.48679e-05	1.53677e-05	4.77492	5.03397e-06	1.56316e-05	-0.0553484	0.0625733	8.81677	0.014427	0.0143808	4.61922e-05	
6522.95	3.35665	3.08726	3.23272	3.19419	3.20542	0.324864	1.57574	-4.69265	4.05844	3.09574	0.227379	-28.0357	0	289.94	280.94	0.000162172	4.4969	2.48757e-05	1.53596e-05	4.77513	5.03395e-06	1.56314e-05	-0.055349	0.0625721	8.81677	0.014427	0.0143808	4.61921e-05	
6773.63	3.35668	3.08726	3.23271	3.19418	3.20542	0.324861	1.57573	-4.69258	4.0585	3.09581	0.227378	-28.0357	0	289.94	280.94	0.000162171	4.49673	2.4883e-05	1.53519e-05	4.77533	5.03392e-06	1.56313e-05	-0.0553504	0.0625705	8.81676	0.014427	0.0143808	4.6192e-05	
7024.26	3.35674	3.08725	3.23271	3.19418	3.20541	0.324858	1.57572	-4.69251	4.05856	3.09587	0.227377	-28.0357	0	289.94	280.94	0.000162169	4.49654	2.489e-05	1.53446e-05	4.77554	5.03388e-06	1.5631e-05	-0.0553524	0.0625685	8.81674	0.014427	0.0143808	4.61918e-05	
7275.73	3.35682	3.08725	3.2327	3.19417	3.20539	0.324856	1.5757	-4.69243	4.05861	3.09594	0.227375	-28.0357	0	289.94	280.94	0.000162168	4.4963	2.48966e-05	1.53377e-05	4.77575	5.03382e-06	1.56308e-05	-0.0553552	0.0625661	8.81672	0.014427	0.0143808	4.61914e-05	
7529.76	3.35691	3.08724	3.23269	3.19416	3.20538	0.324853	1.57569	-4.69235	4.05867	3.09601	0.227373	-28.0357	0	289.941	280.941	0.000162167	4.49603	2.49029e-05	1.5331e-05	4.77596	5.03376e-06	1.56305e-05	-0.0553586	0.0625635	8.81669	0.014427	0.0143808	4.6191e-05	
7780.79	3.35702	3.08723	3.23268	3.19414	3.20536	0.32485	1.57568	-4.69227	4.05872	3.09607	0.22737	-28.0358	0	289.941	280.941	0.000162165	4.49574	2.49089e-05	1.53247e-05	4.77617	5.03369e-06	1.56302e-05	-0.0553626	0.0625605	8.81666	0.014427	0.0143808	4.61905e-05	
8031.48	3.35715	3.08722	3.23267	3.19413	3.20535	0.324848	1.57566	-4.69219	4.05877	3.09613	0.227368	-28.0358	0	289.941	280.941	0.000162164	4.49542	2.49146e-05	1.53187e-05	4.77638	5.03361e-06	1.56299e-05	-0.055367	0.0625573	8.81662	0.014427	0.0143808	4.619e-05	
8282.11	3.35729	3.08721	3.23266	3.19411	3.20533	0.324845	1.57565	-4.6921	4.05883	3.09619	0.227364	-28.0359	0	289.942	280.942	0.000162163	4.49507	2.49201e-05	1.53129e-05	4.7766	5.03352e-06	1.56295e-05	-0.055372	0.0625538	8.81658	0.014427	0.0143808	4.61894e-05	
8533.58	3.35744	3.0872	3.23265	3.19409	3.2053	0.324843	1.57564	-4.69201	4.05888	3.09625	0.227361	-28.036	0	289.942	280.942	0.000162161	4.4947	2.49254e-05	1.53073e-05	4.77681	5.03343e-06	1.56291e-05	-0.0553774	0.0625501	8.81654	0.014427	0.0143808	4.61887e-05	
8787.61	3.35761	3.08719	3.23263	3.19407	3.20528	0.32484	1.57563	-4.69191	4.05893	3.09631	0.227357	-28.0361	0	289.942	280.942	0.00016216	4.4943	2.49305e-05	1.53018e-05	4.77703	5.03333e-06	1.56287e-05	-0.0553833	0.0625461	8.81649	0.014427	0.0143808	4.6188e-05	
9038.64	3.35778	3.08717	3.23262	3.19405	3.20526	0.324838	1.57561	-4.69181	4.05898	3.09637	0.227353	-28.0362	0	289.943	280.943	0.000162159	4.49388	2.49354e-05	1.52966e-05	4.77724	5.03323e-06	1.56283e-05	-0.0553895	0.0625419	8.81644	0.014427	0.0143808	4.61873e-05	
9289.33	3.35797	3.08716	3.2326	3.19403	3.20523	0.324835	1.5756	-4.69172	4.05903	3.09642	0.227348	-28.0363	0	289.943	280.943	0.000162158	4.49345	2.49402e-05	1.52916e-05	4.77745	5.03312e-06	1.56279e-05	-0.055396	0.0625376	8.81638	0.014427	0.0143808	4.61865e-05	
9539.96	3.35816	3.08715	3.23259	3.19401	3.2052	0.324833	1.57559	-4.69162	4.05908	3.09648	0.227344	-28.0364	0	289.944	280.944	0.000162157	4.493	2.49448e-05	1.52867e-05	4.77767	5.033e-06	1.56275e-05	-0.0554029	0.062533	8.81633	0.014427	0.0143808	4.61856e-05	
9791.42	3.35837	3.08713	3.23257	3.19398	3.20518	0.32483	1.57558	-4.69152	4.05913	3.09653	0.227339	-28.0366	0	289.944	280.944	0.000162155	4.49253	2.49492e-05	1.5282e-05	4.77788	5.03288e-06	1.5627e-05	-0.0554101	0.0625283	8.81627	0.014427	0.0143808	4.61848e-05	
10045.5	3.35858	3.08712	3.23255	3.19396	3.20515	0.324828	1.57557	-4.69141	4.05917	3.09658	0.227334	-28.0367	0	289.945	280.945	0.000162154	4.49203	2.49536e-05	1.52773e-05	4.7781	5.03276e-06	1.56266e-05	-0.0554177	0.0625234	8.81621	0.014427	0.0143808	4.61838e-05	
10296.5	3.3588	3.0871	3.23253	3.19393	3.20512	0.324826	1.57555	-4.69131	4.05922	3.09663	0.227329	-28.0369	0	289.946	280.946	0.000162153	4.49153	2.49578e-05	1.52728e-05	4.77831	5.03263e-06	1.56261e-05	-0.0554255	0.0625184	8.81614	0.014427	0.0143808	4.61829e-05	
10547.2	3.35903	3.08708	3.23252	3.19391	3.20509	0.324823	1.57554	-4.6912	4.05926	3.09668	0.227323	-28.0371	0	289.946	280.946	0.000162152	4.49102	2.49619e-05	1.52684e-05	4.77852	5.0325e-06	1.56256e-05	-0.0554334	0.0625133	8.81608	0.014427	0.0143808	4.61819e-05	
10797.8	3.35926	3.08707	3.2325	3.19388	3.20505	0.324821	1.57553	-4.69109	4.05931	3.09673	0.227318	-28.0372	0	289.947	280.947	0.000162151	4.49049	2.49659e-05	1.52641e-05	4.77873	5.03237e-06	1.56251e-05	-0.0554417	0.062508	8.81601	0.014427	0.0143808	4.61809e-05	
11049.3	3.3595	3.08705	3.23248	3.19385	3.20502	0.324819	1.57552	-4.69099	4.05935	3.09678	0.227312	-28.0374	0	289.947	280.947	0.00016215	4.48995	2.49698e-05	1.526e-05	4.77894	5.03223e-06	1.56246e-05	-0.0554501	0.0625026	8.81594	0.014427	0.0143808	4.61799e-05	
11303.3	3.35975	3.08703	3.23245	3.19382	3.20499	0.324817	1.57551	-4.69088	4.0594	3.09683	0.227306	-28.0376	0	289.948	280.948	0.000162149	4.48939	2.49736e-05	1.52559e-05	4.77916	5.03209e-06	1.56241e-05	-0.0554589	0.062497	8.81587	0.014427	0.0143808	4.61788e-05	
11554.3	3.36	3.08701	3.23243	3.19379	3.20495	0.324815	1.5755	-4.69077	4.05944	3.09688	0.2273	-28.0378	0	289.949	280.949	0.000162148	4.48883	2.49773e-05	1.52519e-05	4.77937	5.03195e-06	1.56236e-05	-0.0554677	0.0624914	8.81579	0.014427	0.0143808	4.61777e-05	
11805	3.36025	3.08699	3.23241	3.19376	3.20492	0.324813	1.57549	-4.69066	4.05948	3.09692	0.227294	-28.038	0	289.949	280.949	0.000162146	4.48826	2.49809e-05	1.52481e-05	4.77958	5.0318e-06	1.56231e-05	-0.0554767	0.0624857	8.81572	0.014427	0.0143808	4.61766e-05	
12055.7	3.36051	3.08697	3.23239	3.19373	3.20488	0.324811	1.57548	-4.69055	4.05952	3.09697	0.227288	-28.0382	0	289.95	280.95	0.000162145	4.48768	2.49844e-05	1.52443e-05	4.77978	5.03166e-06	1.56226e-05	-0.0554859	0.0624799	8.81564	0.014427	0.0143808	4.61755e-05	
12307.1	3.36078	3.08695	3.23237	3.1937	3.20485	0.324809	1.57547	-4.69044	4.05956	3.09701	0.227282	-28.0384	0	289.951	280.951	0.000162144	4.48709	2.49878e-05	1.52406e-05	4.77999	5.03151e-06	1.56221e-05	-0.0554953	0.062474	8.81557	0.014427	0.0143809	4.61744e-05	
12561.2	3.36105	3.08693	3.23235	3.19367	3.20481	0.324807	1.57546	-4.69032	4.0596	3.09705	0.227275	-28.0386	0	289.951	280.951	0.000162143	4.48649	2.49912e-05	1.5237e-05	4.7802	5.03135e-06	1.56215e-05	-0.0555048	0.062468	8.81549	0.014427	0.0143809	4.61732e-05	
12812.2	3.36132	3.08691	3.23232	3.19364	3.20477	0.324805	1.57545	-4.69021	4.05964	3.09709	0.227269	-28.0388	0	289.952	280.952	0.000162142	4.48588	2.49945e-05	1.52335e-05	4.78041	5.0312e-06	1.5621e-05	-0.0555144	0.0624619	8.81541	0.014427	0.0143809	4.6172e-05	
13062.9	3.36159	3.08689	3.2323	3.1936	3.20474	0.324803	1.57544	-4.6901	4.05968	3.09714	0.227263	-28.039	0	289.953	280.953	0.000162142	4.48527	2.49976e-05	1.52301e-05	4.78061	5.03105e-06	1.56204e-05	-0.0555241	0.0624558	8.81533	0.014427	0.0143809	4.61709e-05	
13313.5	3.36187	3.08687	3.23228	3.19357	3.2047	0.324801	1.57543	-4.68999	4.05972	3.09718	0.227256	-28.0392	0	289.953	280.953	0.000162141	4.48466	2.50007e-05	1.52268e-05	4.78081	5.03089e-06	1.56199e-05	-0.0555339	0.0624497	8.81525	0.014427	0.0143809	4.61697e-05	
13565	3.36215	3.08685	3.23225	3.19354	3.20466	0.324799	1.57542	-4.68988	4.05976	3.09721	0.227249	-28.0394	0	289.954	280.954	0.00016214	4.48404	2.50037e-05	1.52236e-05	4.78102	5.03074e-06	1.56194e-05	-0.0555438	0.0624435	8.81517	0.014427	0.0143809	4.61685e-05	
13819	3.36244	3.08683	3.23223	3.1935	3.20462	0.324797	1.57541	-4.68976	4.05979	3.09725	0.227243	-28.0396	0	289.955	280.955	0.000162139	4.48341	2.50067e-05	1.52204e-05	4.78122	5.03058e-06	1.56188e-05	-0.0555539	0.0624372	8.81509	0.014427	0.0143809	4.61672e-05	
14070	3.36272	3.08681	3.2322	3.19347	3.20458	0.324796	1.5754	-4.68965	4.05983	3.09729	0.227236	-28.0399	0	289.956	280.956	0.000162138	4.48278	2.50095e-05	1.52173e-05	4.78142	5.03042e-06	1.56183e-05	-0.055564	0.0624309	8.815	0.014427	0.0143809	4.6166e-05	
14320.7	3.36301	3.08679	3.23218	3.19343	3.20455	0.324794	1.57539	-4.68954	4.05986	3.09733	0.227229	-28.0401	0	289.956	280.956	0.000162137	4.48215	2.50123e-05	1.52144e-05	4.78162	5.03026e-06	1.56177e-05	-0.0555741	0.0624246	8.81492	0.014427	0.0143809	4.61648e-05	
14571.3	3.36329	3.08677	3.23215	3.1934	3.20451	0.324792	1.57538	-4.68943	4.0599	3.09736	0.227222	-28.0403	0	289.957	280.957	0.000162136	4.48151	2.50149e-05	1.52115e-05	4.78182	5.0301e-06	1.56172e-05	-0.0555842	0.0624183	8.81484	0.014427	0.0143809	4.61635e-05	
14822.8	3.36358	3.08674	3.23213	3.19337	3.20447	0.324791	1.57537	-4.68931	4.05993	3.0974	0.227216	-28.0405	0	289.958	280.958	0.000162135	4.48088	2.50175e-05	1.52087e-05	4.78201	5.02994e-06	1.56166e-05	-0.0555945	0.0624119	8.81475	0.014427	0.0143809	4.61623e-05	
15076.8	3.36387	3.08672	3.23211	3.19333	3.20443	0.324789	1.57537	-4.6892	4.05997	3.09743	0.227209	-28.0408	0	289.959	280.959	0.000162135	4.48023	2.50201e-05	1.5206e-05	4.78221	5.02978e-06	1.56161e-05	-0.0556048	0.0624054	8.81467	0.014427	0.0143809	4.6161e-05	
15327.9	3.36417	3.0867	3.23208	3.1933	3.20439	0.324787	1.57536	-4.68909	4.06	3.09747	0.227202	-28.041	0	289.959	280.959	0.000162134	4.47959	2.50225e-05	1.52033e-05	4.7824	5.02962e-06	1.56155e-05	-0.0556151	0.062399	8.81458	0.014427	0.0143809	4.61598e-05	
15578.6	3.36446	3.08668	3.23206	3.19326	3.20435	0.324786	1.57535	-4.68898	4.06003	3.0975	0.227195	-28.0412	0	289.96	280.96	0.000162133	4.47895	2.50249e-05	1.52008e-05	4.78259	5.02946e-06	1.5615e-05	-0.0556254	0.0623927	8.8145	0.014427	0.0143809	4.61585e-05	
15829.2	3.36475	3.08666	3.23203	3.19323	3.20431	0.324784	1.57534	-4.68887	4.06007	3.09753	0.227188	-28.0415	0	289.961	280.961	0.000162132	4.47831	2.50271e-05	1.51983e-05	4.78278	5.0293e-06	1.56144e-05	-0.0556357	0.0623863	8.81442	0.014427	0.0143809	4.61573e-05	
16080.7	3.36504	3.08664	3.23201	3.19319	3.20427	0.324783	1.57533	-4.68876	4.0601	3.09756	0.227181	-28.0417	0	289.962	280.962	0.000162132	4.47767	2.50293e-05	1.5196e-05	4.78297	5.02914e-06	1.56139e-05	-0.055646	0.0623799	8.81433	0.014427	0.0143809	4.6156e-05	
16334.7	3.36533	3.08661	3.23198	3.19316	3.20423	0.324782	1.57533	-4.68865	4.06013	3.0976	0.227174	-28.0419	0	289.962	280.962	0.000162131	4.47702	2.50315e-05	1.51936e-05	4.78316	5.02898e-06	1.56133e-05	-0.0556565	0.0623734	8.81424	0.014427	0.0143809	4.61547e-05	
16585.7	3.36563	3.08659	3.23196	3.19312	3.20419	0.32478	1.57532	-4.68854	4.06016	3.09763	0.227167	-28.0422	0	289.963	280.963	0.00016213	4.47638	2.50336e-05	1.51914e-05	4.78334	5.02882e-06	1.56128e-05	-0.0556668	0.062367	8.81416	0.014427	0.0143809	4.61535e-05	
16836.4	3.36592	3.08657	3.23193	3.19309	3.20415	0.324779	1.57531	-4.68843	4.06019	3.09765	0.22716	-28.0424	0	289.964	280.964	0.00016213	4.47575	2.50355e-05	1.51893e-05	4.78353	5.02866e-06	1.56123e-05	-0.0556771	0.0623607	8.81408	0.014427	0.0143809	4.61522e-05	
17087	3.36621	3.08655	3.23191	3.19305	3.20411	0.324778	1.57531	-4.68833	4.06022	3.09768	0.227153	-28.0426	0	289.965	280.965	0.000162129	4.47511	2.50374e-05	1.51872e-05	4.78371	5.0285e-06	1.56117e-05	-0.0556873	0.0623544	8.81399	0.014427	0.0143809	4.6151e-05	
17338.5	3.3665	3.08653	3.23188	3.19302	3.20407	0.324776	1.5753	-4.68822	4.06025	3.09771	0.227147	-28.0429	0	289.965	280.965	0.000162128	4.47448	2.50392e-05	1.51852e-05	4.78389	5.02834e-06	1.56112e-05	-0.0556976	0.0623481	8.81391	0.014427	0.0143809	4.61497e-05	
17592.5	3.36679	3.0865	3.23186	3.19298	3.20403	0.324775	1.57529	-4.68811	4.06028	3.09774	0.22714	-28.0431	0	289.966	280.966	0.000162128	4.47384	2.5041e-05	1.51833e-05	4.78407	5.02819e-06	1.56107e-05	-0.0557079	0.0623417	8.81382	0.014427	0.0143809	4.61485e-05	
17843.6	3.36707	3.08648	3.23183	3.19295	3.20399	0.324774	1.57529	-4.68801	4.0603	3.09777	0.227133	-28.0434	0	289.967	280.967	0.000162127	4.47322	2.50427e-05	1.51815e-05	4.78424	5.02803e-06	1.56101e-05	-0.055718	0.0623354	8.81374	0.014427	0.0143809	4.61472e-05	
18094.3	3.36736	3.08646	3.23181	3.19291	3.20396	0.324773	1.57528	-4.6879	4.06033	3.09779	0.227126	-28.0436	0	289.968	280.968	0.000162127	4.47259	2.50443e-05	1.51797e-05	4.78442	5.02787e-06	1.56096e-05	-0.0557281	0.0623292	8.81366	0.014427	0.0143809	4.6146e-05	
18344.9	3.36764	3.08644	3.23178	3.19288	3.20392	0.324772	1.57528	-4.6878	4.06036	3.09782	0.22712	-28.0438	0	289.968	280.968	0.000162126	4.47198	2.50459e-05	1.5178e-05	4.78459	5.02772e-06	1.56091e-05	-0.0557381	0.0623231	8.81358	0.014427	0.0143809	4.61448e-05	
18596.4	3.36793	3.08642	3.23176	3.19285	3.20388	0.324771	1.57527	-4.6877	4.06039	3.09785	0.227113	-28.044	0	289.969	280.969	0.000162126	4.47136	2.50474e-05	1.51764e-05	4.78476	5.02757e-06	1.56086e-05	-0.0557481	0.0623169	8.81349	0.014427	0.0143809	4.61436e-05	
18850.4	3.36821	3.0864	3.23174	3.19281	3.20384	0.32477	1.57526	-4.68759	4.06041	3.09787	0.227106	-28.0443	0	289.97	280.97	0.000162125	4.47074	2.50488e-05	1.51749e-05	4.78493	5.02741e-06	1.56081e-05	-0.0557582	0.0623108	8.81341	0.014427	0.0143809	4.61423e-05	
19101.4	3.36849	3.08638	3.23171	3.19278	3.2038	0.324769	1.57526	-4.68749	4.06044	3.0979	0.2271	-28.0445	0	289.97	280.97	0.000162125	4.47014	2.50501e-05	1.51734e-05	4.78509	5.02726e-06	1.56076e-05	-0.055768	0.0623047	8.81333	0.014427	0.0143809	4.61411e-05	
19352.1	3.36876	3.08635	3.23169	3.19275	3.20377	0.324768	1.57525	-4.68739	4.06046	3.09792	0.227093	-28.0447	0	289.971	280.971	0.000162124	4.46954	2.50514e-05	1.5172e-05	4.78526	5.02711e-06	1.56071e-05	-0.0557777	0.0622988	8.81325	0.014427	0.0143809	4.614e-05	
19602.7	3.36904	3.08633	3.23167	3.19271	3.20373	0.324767	1.57525	-4.6873	4.06049	3.09794	0.227087	-28.045	0	289.972	280.972	0.000162124	4.46894	2.50527e-05	1.51706e-05	4.78542	5.02696e-06	1.56066e-05	-0.0557874	0.0622928	8.81317	0.014427	0.0143809	4.61388e-05	
19854.2	3.36931	3.08631	3.23164	3.19268	3.20369	0.324766	1.57524	-4.6872	4.06051	3.09797	0.22708	-28.0452	0	289.973	280.973	0.000162123	4.46835	2.50538e-05	1.51694e-05	4.78558	5.02682e-06	1.56061e-05	-0.055797	0.0622869	8.81309	0.014427	0.0143809	4.61376e-05	
20106.7	4.08777	3.11025	3.23222	3.19515	3.20368	0.324913	1.57528	-5.98706	3.08699	3.07369	0.191112	-29.6141	5.72863e-05	291.646	282.646	0.000162197	4.50475	2.53972e-05	1.48442e-05	4.09539	4.69779e-06	1.45891e-05	-0.0711264	0.0626507	8.62547	0.0122442	0.0129526	3.96344e-05	
20357.9	5.27918	3.16251	3.24377	3.21926	3.20703	0.325455	1.57605	-6.571	1.95366	2.68237	0.135893	-31.7945	8.06667e-05	293.86	284.86	0.000162467	4.27703	2.17701e-05	1.85384e-05	3.36596	4.29676e-06	1.33588e-05	-0.0890097	0.0604091	8.3805	0.0100989	0.0100752	2.98965e-05	
20609	5.45686	3.17721	3.25826	3.23075	3.21469	0.325685	1.57697	-6.4614	2.005	2.37967	0.134328	-31.8055	8.06667e-05	294.146	285.146	0.000162582	4.04952	1.65806e-05	2.37564e-05	3.58314	4.2481e-06	1.32138e-05	-0.0906859	0.0582497	8.34906	0.0100989	0.0100756	2.96256e-05	
20860.4	5.64174	3.19224	3.27361	3.24261	3.22468	0.325928	1.57796	-6.56579	1.85845	2.12143	0.132768	-32.048	8.06667e-05	294.435	285.435	0.000162703	3.88624	1.30958e-05	2.72714e-05	3.53327	4.19972e-06	1.30699e-05	-0.0923094	0.0567477	8.31748	0.0100989	0.0100757	2.93559e-05	
